PMID,Title,Authors,Year,Journal,Abstract,PRELIM_DECISION,Missing_Performance_Metric,Reviewer_1_Decision,Reviewer_2_Decision,Conflict
36295530,Is the Numbness after Knee Replacement a More Critical Complication Than Thought? A Detailed Analysis of Neuropathic Pain and Functional Outcomes.,Gurler D; Buyukceran I,2022,"Medicina (Kaunas, Lithuania)","Background and Objectives: Numbness, one of the complications after knee replacement (KR), has been studied far less than other complications, and there are few studies on this topic. Without comprehensive research on numbness, there is a need to design a study that includes all relevant parameters. This study investigated the relationship between numbness and pain and neuropathic pain and its impact on functional and emotional life and the functioning of the knee. Materials and Methods: The 105 knees with KRs were divided anteriorly into six regions. Numbness was determined with a pinprick test. Douleur Neuropathique 4 (DN4) and a painDETECT questionnaire (PD-Q) were tested for neuropathic pain. Patients' physical, emotional, and social status and functional knee abilities were assessed with the Short Form (SF-36) and the Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) test. The relationships between numbness and gender, age, bilaterality, postoperative follow-up time, and incision measures were examined. The binomial logistic regression model was applied to investigate the effects of age, gender, bilaterality, incision length, and postoperative follow-up time on numbness. Results: A total of 88.6% of the patients were female, half had bilateral KRs, and the mean age was 68.3 years. Numbness occurred more frequently in the L3 and L2 areas than in other regions. There was no association with gender, bilaterality, and age, but there was a weak association with postoperative follow-up time. There was a positive correlation between numbness and neuropathic pain. It has been found that there is a significant relationship between numbness and physical function, and it has a negative effect. Emotional health was not significantly associated with numbness. The effect of numbness on social functioning was statistically significant. Knee functioning was measured with the WOMAC, and significant differences were found in the numbness group. Conclusions: According to the results, numbness is considered to be a complication that affects social and physical life and has a negative impact on functional outcomes of the knee. The results show that it should be considered a statistically significant complication. Numbness and its indirect effects should be considered in patients whose follow-up parameters are normal over one year but whose symptoms do not resolve.",NEEDS_REVIEW,,,,
36274181,Decision-making factors and their thresholds for total knee arthroplasty in lateral tibiofemoral osteoarthritis patients: a retrospective cohort study.,Choi BS; Kim JM; Han HS,2022,Knee surgery & related research,"There has been no study examining lateral tibiofemoral (TF) osteoarthritis (OA) and objective decision-making factors affecting when patients decide to have total knee arthroplasty (TKA). The purpose of this study was to assess which factors and their thresholds cause patients with lateral TF OA to decide on TKA. We conducted a retrospective cohort study and identified patients who had initially been diagnosed with isolated lateral TF OA from October 2004 to February 2021. We finally included 56 patients; patients who had chosen conservative treatment followed by in-depth interviews for the deliberation stage (n = 32), and the other patients who decided to undergo TKA for the decision-making stage (n = 24). Demographic, clinical, and radiographic characteristics were considered candidate predictive factors. Radiographic variables included the Ahlbäck grade, hip-knee-ankle (HKA) angle, joint line convergence angle (JLCA), and TF subluxation. Univariate and multivariate logistic regression analyses were performed. Clinically, the pain visual analog scale (VAS) score was significantly higher and the knee flexion angle was lower at the decision-making stage. Radiographic measurements showed that the Ahlbäck grade, HKA angle, JLCA, and TF subluxation measured at the center, in addition to the tibiotalar angle, differed statistically between the two stages. According to univariate analyses, two clinical characteristics and six radiographic variables on the ipsilateral side of the leg, and one radiographic variable on the contralateral side of the leg were included as factors influencing the patients' decision to undergo TKA. After making adjustments based on multivariate analysis, the ipsilateral knee pain VAS (OR = 1.61; 95% CI = 1.14-2.28, p = 0.007) and medial TF subluxation measured at the center (OR = 1.14, 95% CI = 1.01-1.32, p = 0.072) were found to be significant factors for choosing TKA. The area under the curve (AUC) for pain VAS was 0.757 and the cutoff value was 4.5. The AUC for TF subluxation measured at the center was 0.697 and the cutoff value was -4.10% of medial TF subluxation. Higher ipsilateral knee pain VAS and more severe medial TF subluxation measured at the center were independent factors affecting patient decisions to undergo TKA with lateral TF OA. Understanding the determining factors that may affect patient decision-making when considering TKA may be an essential aspect of evaluating the prognosis of patients with lateral TF OA. III.",NEEDS_REVIEW,,,,
36253966,A Nomogram to Predict Delirium after Hip Replacement in Elderly Patients with Femoral Neck Fractures.,Li B; Ju J; Zhao J; Qin Y; Zhang Y,2022,Orthopaedic surgery,"Postoperative delirium (POD) is a common complication, and clinical practitioners have taken measures to improve the quality of life after hip replacement surgery. We aim to establish a nomogram to predict POD in elderly patients with femoral neck fractures (FNFs) after hip replacement. A total of 384 elderly patients (267 females) with an average age of 75.8 years who underwent hip replacement from June 2010 to May 2020 were retrospectively reviewed. Patients were divided into delirium and non-delirium groups according to the confusion assessment method. The risk factors for POD were analyzed by multivariate logistic regression, and the nomogram was established based on the results. The incidence of POD was 33.33% (128/384). Univariate analysis showed that advanced age, diabetes, lacunar cerebral infarction, surgery type, intraoperative blood loss, electrolyte imbalance, and anemia were risk factors for POD (p < 0.05). Multivariate logistic regression revealed that the independent risk factors for POD were age (OR = 1.332, 95% CI [1.224, 1.449], p < 0.01), surgery type (OR = 0.351, 95% CI [0.137, 0.900], p = 0.029), electrolyte imbalance (OR = 4.407, 95% CI [1.947, 9.977], p< 0.01), anemia (OR = 10.819, 95% CI [4.573, 25.598], p < 0.01). The prediction equation was established; logistic (p) = -25.469 + 0.277*X1(age[value = years of age]) + 1.293*X2(surgery[value = 0 for ""total hip replacement"" or value = 1 for ""hemiarthroplasty""]) + 1.510*X3(electrolyte imbalance[value = 0 for ""no"" or value = 1 for ""yes""]) + 2.157*X4(anemia[value = 1 for ""hemoglobin with < 120g/L in male and < 110g/L in female patients"" ]) or 2.975*X5(anemia[value = 1 for ""hemoglobin with <90g/L""]). The area under the curve was 0.957 (95% CI [0.938, 0.976], p < 0.01). The incidence of POD in elderly patients with FNF after hip replacement is high. The nomogram incorporating age, surgery type, electrolyte imbalance, and anemia could provide an individualized prediction for POD among FNF patients after hip replacement, which may help the physician determine appropriate perioperative management.",NEEDS_REVIEW,,,,
36221411,Robot-assisted rehabilitation for total knee or hip replacement surgery patients: A systematic review and meta-analysis.,Yoo JI; Oh MK; Lee SU; Lee CH,2022,Medicine,"This study was performed to update the current evidence and evaluate the effects of robot-assisted rehabilitation (RAR) in comparison with conventional rehabilitation (CR) in patients following total knee (TKR) or hip replacements (THR). PubMed Central, OVID Medline, Cochrane Collaboration Library, and EMBASE for a comprehensive search for all relevant studies, from database inception to July 2022. The following inclusion criteria were used to determine eligibility for studies: randomized and matched controlled trials recruiting men and women who underwent TKR and THR; and studies examining the effect of RAR on outcome measures of physical function and pain. A total of 9 studies (230 patients) were included in this review and 4 were included in the meta-analysis. The meta-analysis of 2 studies showed that Hybrid Assistive Limb (HAL) training for 5 days, significantly improved pain measured on a visual analogue scale, compared to CR in patients following TKR (SMD = 1.05, 95% confidence interval [Cl] 0.39-1.71). Heterogeneity for I2 value was lower than moderate (tau^2 = 0.0121; I2 = 5%; P = .30). There were 2 studies that assessed self-selected walking speed. The meta-analysis of these studies showed that HAL training was significantly superior to CR in patients following TKR (SMD = 48.70, 95% Cl -50.53 to 147.94) at 2 months. A high heterogeneity was detected (P < .01; I2 = 97%). The result of this systematic review and meta-analysis suggest that RAR may be an effective treatment in TKR and THR patients. However, high-quality studies are needed to verify the long-term effect on their recovery.",PRELIM_EXCLUDE,,,,
36177368,Prevalence and Characteristics of Frailty at 6 months FollOwing Total Hip and Knee Arthroplasty in Patients With End-Stage OA.,Kuwakado S; Kawaguchi K; Otsuka H; Fujita A; Kusaba R; Tokieda M; Fujiyoshi D; Kamishima T; Fujino E; Motomura G; Hamai S; Nakashima Y,2022,Geriatric orthopaedic surgery & rehabilitation,"Lower-limb osteoarthritis (OA) in the elderly can be a risk factor for frailty, which is the preliminary of disability, but it may be reversible with appropriate interventions. We aimed to use the Kihon Check List (KCL) to assess multiple domains of frailty and to identify the characteristics of frailty in patients with hip or knee OA following total joint arthroplasty. This study included 136 ≥ 65-year-old patients (mean age: 73.0 years) who underwent total arthroplasty with end-stage hip and knee OA. We assessed frailty status, instrumental activities of daily living (IADL), and health-related quality of life (HRQoL) according to the KCL, functional ambulatory index (FAI) and EuroQol-5 Dimension (EQ5D), respectively, as well as the extent of pain preoperatively and at postoperative 6 months. Using KCL, seventy-eight (57.4%) patients were frail preoperatively, but the prevalence significantly decreased to 52 patients (38.2%) at postoperative 6 months. Total arthroplasty intervention provided significant improvements in the total KCL scores, including the physical domain (P < .01), pain (P < .01), FAI scores (P < .01), and EQ5D (P < .01), but not the social domain. Multivariate logistic regression analysis identified age at surgery (OR: .93, 95% CI: .86-.99) and preoperative FAI score (OR: 1.10, 95% CI: 1.03-1.19) as independent predictors of postoperative frailty. Total arthroplasty procedures on patients with hip and knee OA reduced their KCL score, but social aspects were less improved than physical aspects in the shortterm. Older age and preoperative lower IADL score can be useful for accurately estimating less improvement of frailty in the early postoperative phase. Our results suggest that long term follow-up of OA is needed to provide comprehensive interventions, including in social aspects, especially for patients with lower activity.",NEEDS_REVIEW,,,,
36177295,Prediction models for the risk of total knee replacement: development and validation using data from multicentre cohort studies.,Liu Q; Chu H; LaValley MP; Hunter DJ; Zhang H; Tao L; Zhan S; Lin J; Zhang Y,2022,The Lancet. Rheumatology,"Few prognostic prediction models for total knee replacement are available, and the role of radiographic findings in predicting its use remains unclear. We aimed to develop and validate predictive models for total knee replacement and to assess whether adding radiographic findings improves predictive performance. We identified participants with recent knee pain (in the past 3 months) in the Multicenter Osteoarthritis Study (MOST) and the Osteoarthritis Initiative (OAI). The baseline visits of MOST were initiated in 2003 and of OAI were initiated in 2004. We developed two predictive models for the risk of total knee replacement within 60 months of follow-up by fitting Cox proportional hazard models among participants in MOST. The first model included sociodemographic and anthropometric factors, medical history, and clinical measures (referred to as the clinical model). The second model added radiographic findings into the predictive model (the radiographic model). We evaluated each model's discrimination and calibration performance and assessed the incremental value of radiographic findings using both category-free net reclassification improvement (NRI) and integrated discrimination improvement (IDI). We tuned the models and externally validated them among participants in OAI. We included 2658 participants from MOST (mean age 62·4 years [SD 8·1], 1646 [61·9%] women) in the training dataset and 4060 participants from OAI (mean age 60·9 years [9·1], 2379 [58·6%] women) in the validation dataset. 290 (10·9%) participants in the training dataset and 174 (4·3%) in the validation dataset had total knee replacement. The retained predictive variables included in the clinical model were age, sex, race, history of knee arthroscopy, frequent knee pain, current use of analgesics, current use of glucosamine, body-mass index, and Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) pain score, and the most predictive factors were age, race, and WOMAC pain score. The retained predictive variables in the radiographic model were age, sex, race, frequent knee pain, current use of analgesics, WOMAC pain score, and Kellgren-Lawrence grade, and the most predictive factors were Kellgren-Lawrence grade, race, and age. The C-statistic was 0·79 (95% CI 0·76-0·81) for the clinical model and 0·87 (0·85-0·99) for the radiographic model in the training dataset. The calibration slope was 0·95 (95% CI 0·86-1·05) and 0·96 (0·87-1·04), respectively. Adding radiograph findings significantly improved predictive performance with an NRI of 0·43 (95% CI 0·38-0·50) and IDI of 0·14 (95% CI: 0·10-0·18). Both models, with tuned coefficients, showed a good predictive performance among participants in the validation dataset. The risk of total knee replacement can be predicted based on common risk factors with good discrimination and calibration. Additionally, adding radiographic findings of knee osteoarthritis into the model substantially improves its predictive performance. National Natural Science Foundation of China, National Key Research and Development Program, and Beijing Municipal Science & Technology Commission.",PRELIM_INCLUDE,N,,,
36124971,Individual participant data meta-analysis of metabolomics on sustained knee pain in primary osteoarthritis patients.,Costello CA; Rockel JS; Liu M; Gandhi R; Perruccio AV; Rampersaud YR; Mahomed NN; Rahman P; Randell EW; Furey A; Kapoor M; Zhai G,2023,"Rheumatology (Oxford, England)","Knee pain is the major driver for OA patients to seek healthcare, but after pursuing both conservative and surgical pain interventions, ∼20% of patients continue to report long-term pain following total knee arthroplasty (TKA). This study aimed to identify a metabolomic signature for sustained knee pain after TKA to elucidate possible underlying mechanisms. Two independent cohorts from St John's, NL, Canada (n = 430), and Toronto, ON, Canada (n = 495) were included in the study. Sustained knee pain was assessed using the WOMAC pain subscale (five questions) at least 1 year after TKA for primary OA. Those reporting any pain on all five questions were considered to have sustained knee pain. Metabolomic profiling was performed on fasted pre-operative plasma samples using the Biocrates Absolute IDQ p180 kit. Associations between metabolites and pair-wise metabolite ratios with sustained knee pain in each individual cohort were assessed using logistic regression with adjustment for age, sex and BMI. Random-effects meta-analysis using inverse variance as weights was performed on summary statistics from both cohorts. One metabolite, phosphatidylcholine (PC) diacyl (aa) C28:1 (odds ratio = 0.66, P = 0.00026), and three metabolite ratios, PC aa C32:0 to PC aa C28:1, PC aa C28:1 to PC aa C32:0, and tetradecadienylcarnitine (C14:2) to sphingomyelin C20:2 (odds ratios = 1.59, 0.60 and 1.59, respectively; all P < 2 × 10-5), were significantly associated with sustained knee pain. Though further investigations are needed, our results provide potential predictive biomarkers and drug targets that could serve as a marker for poor response and be modified pre-operatively to improve knee pain and surgical response to TKA.",PRELIM_EXCLUDE,,,,
36098748,A radiological index that influences the outcome following patellofemoral joint arthroplasty: the anterior trochlea offset ratio.,Aweid O; Ahearn N; Metcalfe AJ; Eldridge J; Porteous A; Murray JR; Bristol Knee Group,2023,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA","Although largely successful, patellofemoral joint arthroplasty (PFA) has a less than satisfactory outcome in some patients. It was hypothesized that certain factors can be identified on radiological review that correlate with poor patient reported outcomes following PFA. A retrospective cohort review of 369 patients undergoing PFA at our institution between 2005 and 2018 identified 43 ""poor outcome"" patients with an Oxford Knee Score (OKS) of less than 20 at 2 years follow up. These cases were matched by sex and age with 43 ""good outcome"" patients who had an OKS above 40 at 2 years post-op. Multiple radiological measurements were performed including anterior trochlea offset ratio (ATOR), component flexion/extension, component varus/valgus, component to bone width ratio and retinacular index. The OKS PROM was the primary outcome of the study. Stepwise logistic regression was performed to analyze the differences in radiological indices between the two groups. Intraclass correlation coefficients for inter-observer and intra-observer reliability were 0.90-0.98 for all indices measured. The only index demonstrating statistical significance between the groups was the ATOR (p = 0.003). The good outcome group had a mean ATOR of 0.19 whereas the poor outcome group had a mean ATOR of 0.24. Lower ATOR on radiological review was strongly associated with improved outcomes following PFA. The surgeon should therefore take particular care to prevent increasing the anterior offset of the trochlea component when performing PFA. Retrospective cohort study, Level III.",NEEDS_REVIEW,,,,
36097694,Posterolateral or direct lateral approach for cemented hemiarthroplasty after femoral neck fracture (APOLLO): protocol for a multicenter randomized controlled trial with economic evaluation and natural experiment alongside.,Tol MCJM; Willigenburg NW; Willems HC; Gosens T; Rasker A; Heetveld MJ; Schotanus MGM; Van Dongen JM; Eggen B; Kormos M; Van der Pas SL; Van der Vaart AW; Poolman RW; APOLLO research group,2022,Acta orthopaedica,"The posterolateral and direct lateral surgical approach are the 2 most common surgical approaches for performing a hemiarthroplasty in patients with a hip fracture. It is unknown which surgical approach is preferable in terms of (cost-)effectiveness and quality of life. We designed a multicenter randomized controlled trial (RCT) with an economic evaluation and a natural experiment (NE) alongside. We will include 555 patients ≥ 18 years with an acute femoral neck fracture. The primary outcome is patient-reported health-related quality of life assessed with the EQ-5D-5L. Secondary outcomes include healthcare costs, complications, mortality, and balance (including fear of falling, actual falls, and injuries due to falling). An economic evaluation will be performed for quality adjusted life years (QALYs). We will use variable block randomization stratified for hospital. For continuous outcomes, we will use linear mixed-model analysis. Dichotomous secondary outcome measures will be analyzed using chi-square statistics and logistic regression models. Primary analyses are based on the intention-to-treat principle. Additional as treated analyses will be performed to evaluate the effect of protocol deviations. Study summary: (i) Largest RCT addressing the health-related patient outcome of the main surgical approaches of hemiarthroplasty. (ii) Focus on outcomes that are important for the patient. (iii) Pragmatic and inclusive RCT with few exclusion criteria, e.g., patients with dementia can participate. (iv) Natural experiment alongside to amplify the generalizability. (v) The first study conducting a costutility analysis comparing both surgical approaches.",NEEDS_REVIEW,,,,
36047458,Ambulatory total hip arthroplasty: Causes for failure to launch and associated risk factors.,Rodriguez S; Shen TS; Lebrun DG; Della Valle AG; Ast MP; Rodriguez JA,2022,Bone & joint open,"The volume of ambulatory total hip arthroplasty (THA) procedures is increasing due to the emphasis on value-based care. The purpose of the study is to identify the causes for failed same-day discharge (SDD) and perioperative factors leading to failed SDD. This retrospective cohort study followed pre-selected patients for SDD THA from 1 August 2018 to 31 December 2020. Inclusion criteria were patients undergoing unilateral THA with appropriate social support, age 18 to 75 years, and BMI < 37 kg/m2. Patients with opioid dependence, coronary artery disease, and valvular heart disease were excluded. Demographics, comorbidities, and perioperative data were collected from the electronic medical records. Possible risk factors for failed SDD were identified using multivariate logistic regression. In all, 278 patients were identified with a mean age of 57.1 years (SD 8.1) and a mean BMI of 27.3 kg/m2 (SD 4.5). A total of 96 patients failed SDD, with the most common reasons being failure to clear physical therapy (26%), dizziness (22%), and postoperative nausea and vomiting (11%). Risk factors associated with failed SDD included smokers (odds ratio (OR) 6.24; p = 0.009), a maximum postoperative pain score > 8 (OR 4.76; p = 0.004), and procedures starting after 11 am (OR 2.28; p = 0.015). A higher postoperative tolerable pain goal (numerical rating scale 4 to 10) was found to be associated with successful SDD (OR 2.7; p = 0.001). Age, BMI, surgical approach, American Society of Anesthesiologists grade, and anaesthesia type were not associated with failed SDD. SDD is a safe and viable option for pre-selected patients interested in rapid recovery THA. The most common causes for failure to launch were failing to clear physical thereapy and patient symptomatology. Risk factors associated with failed SSD highlight the importance of preoperative counselling regarding smoking cessation and postoperative pain to set reasonable expectations. Future interventions should aim to improve patient postoperative mobilization, pain control, and decrease symptomatology.Cite this article: Bone Jt Open 2022;3(9):684-691.",NEEDS_REVIEW,,,,
36034999,Effect of body mass index on postoperative mechanical alignment and long-term outcomes after total knee arthroplasty: a retrospective cohort study of 671 knees.,Lai YH; Cao J; Li ZX; Feng W; Xu H; Zhou ZK,2022,Annals of translational medicine,"A high body mass index (BMI) is associated with increased rates of complications after total knee arthroplasty (TKA). However, no study has examined the effect of BMI on lower limb alignment using the World Health Organization's (WHO) BMI classification. We believe that the WHO's BMI classification allows a uniform standard worldwide. We sought to investigate the potential association between a high BMI and the incidence of postoperative misalignment. We also evaluated whether a higher BMI is associated with worse clinical function. We retrospectively reviewed the data of 671 patients who underwent primary TKA for varus osteoarthritis between January 2010 and December 2015. The patients were divided into the following 5 groups based on their BMI: normal weight (<25.0 kg/m2), overweight (25.0-29.9 kg/m2), class I obese (30.0-34.9 kg/m2), class II obese (35-39.9 kg/m2), and class III obese (>40 kg/m2). Both weight and height were measured by nurses on admission. Patients' preoperative HKA, gender, age, and side of surgery were collected as baseline. All the patients underwent standing, weight-bearing, full-length radiography before and after surgery to measure the mechanical hip-knee-ankle angle (HKA). We followed up patients by telephone. Among the BMI subgroups, we compared the knee function scores, including the Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) score, Knee Society-Knee Score (KS-KS), Knee Society-Function Score (KS-FS), Forgotten Joint Score (FJS), and range of motion (ROM). A multivariate linear regression analysis and a logistic regression was conducted to examine the outcomes. The study had a mean follow-up period of 8.16 years. The multivariate and logistic regression analyses revealed that preoperative alignment (P=0.002) and a higher BMI (P=0.015) were associated with a higher risk of postoperative misalignment. The WOMAC scores were higher in the normal and overweight groups than the other groups (P=0.022). The FJS and KS-KS gradually decreased as BMI increased. A higher BMI is associated with a greater risk of misalignment and worse long-term clinical outcome after TKA. When treating patients with high BMI, we should pay more attention to the adjustment of lower limb alignment intraoperatively.",NEEDS_REVIEW,,,,
35976732,Revision total hip arthroplasty using a Kerboull-type acetabular reinforcement device and allogeneic structural bone graft.,Fujimoto Y; Nakamura S; Ijuin T; Iuchi T; Nakajo M; Taniguchi N,2022,Journal of orthopaedic surgery (Hong Kong),"One of the major problems in revision total hip arthroplasty (THA) is severe acetabular bone loss. The aim of our study was to evaluate the clinical outcomes of revision THA using a Kerboull-type reinforcement device (KT plate) and allogeneic structural bone graft. This retrospective study evaluated 48 hips that underwent revision THA using a KT plate and allogeneic structural bone graft between 2008 and 2016, with a median follow-up of 6.2 years (range 3-12.6 years). Functional outcome was assessed using the Japanese Orthopaedic Association (JOA) hip score. Postoperative and follow-up radiographs were compared to assess migration and breakage of the implant. The mean JOA hip score improved from 45.6 (±16.3) points before surgery to 72.1 (±11.9) points at the most recent follow-up examination (p < 0.001). Two hips (4.2%) underwent re-revision THA because of cup loosening due to breakage of the KT plate. A total of 13 hips (27.1%) were classified as radiological failures. Binomial logistic regression analysis showed that a Kawanabe classification of stage 4, which indicates massive bone defects in the weight-bearing area, was a risk factor for radiological failure (odds ratio: 4.57; 95% confidence interval: 1.01-26.35). A KT plate with an allogeneic structural bone graft is a useful method of acetabular reconstruction in revision THA that restores bone stock and improves hip function. Our findings indicated that a Kawanabe classification of stage 4 was a risk factor for radiological failure of the implant.",NEEDS_REVIEW,,,,
35959127,The duration of postoperative analgesic use after total knee arthroplasty and nomogram for predicting prolonged analgesic use.,Zhang Y; Li Z; Su Q; Ge H; Cheng B; Tian M,2022,Frontiers in surgery,"Total knee arthroplasty is currently a reliable treatment for end-stage knee osteoarthritis. However, chronic postsurgical pain (CPSP) is substantially thought to reduce patient satisfaction. NSAID-based oral analgesics were used to manage CPSP, but research on the duration of postoperative analgesic use (DAU) and prolonged analgesic use (PAU) are presently scarce. Preoperative, perioperative, and one-year or above postoperative follow-up data were collected from 162 patients who underwent total knee arthroplasty between 1 June 2018 and 1 March 2019, and the DAU and the discontinuation time of each patient after discharge were recorded. Observational statistical analysis, diagnostic test, and predictive nomogram construction were performed on the collected data. The 3-month DAU has good diagnostic utility for poor outcome of postoperative months twelve (POM12). The constructed nomogram shows that gender, preoperative Numeric Rating Scale (NRS) movement pain scores, duration of surgery, postoperative days three (POD3) moderate to severe movement pain, and POD3 pain rescue medication were significant prognostic predictors of PAU after discharge. The area under the curve (AUC) of the 3-month, 6-month, and 12-month nomogram receiver operating characteristic (ROC) curves were calculated to be 0.741, 0.736, and 0.781. PAU was defined as more than three months of NSAID-based oral analgesic use after TKA. Prognostic predictors of PAU after TKA were identified, and visualized nomogram was plotted and evaluated. The evaluation indicated that the prediction model had the good predictive ability and was a valuable tool for predicting PAU after discharge.",PRELIM_INCLUDE,N,,,
35948989,Evaluating methodological quality of prognostic prediction models on patient reported outcome measurements after total hip replacement and total knee replacement surgery: a systematic review protocol.,Chang WJ; Naylor J; Natarajan P; Liu V; Adie S,2022,Systematic reviews,"Prediction models for poor patient-reported surgical outcomes after total hip replacement (THR) and total knee replacement (TKR) may provide a method for improving appropriate surgical care for hip and knee osteoarthritis. There are concerns about methodological issues and the risk of bias of studies producing prediction models. A critical evaluation of the methodological quality of prediction modelling studies in THR and TKR is needed to ensure their clinical usefulness. This systematic review aims to (1) evaluate and report the quality of risk stratification and prediction modelling studies that predict patient-reported outcomes after THR and TKR; (2) identify areas of methodological deficit and provide recommendations for future research; and (3) synthesise the evidence on prediction models associated with post-operative patient-reported outcomes after THR and TKR surgeries. MEDLINE, EMBASE, and CINAHL electronic databases will be searched to identify relevant studies. Title and abstract and full-text screening will be performed by two independent reviewers. We will include (1) prediction model development studies without external validation; (2) prediction model development studies with external validation of independent data; (3) external model validation studies; and (4) studies updating a previously developed prediction model. Data extraction spreadsheets will be developed based on the CHARMS checklist and TRIPOD statement and piloted on two relevant studies. Study quality and risk of bias will be assessed using the PROBAST tool. Prediction models will be summarised qualitatively. Meta-analyses on the predictive performance of included models will be conducted if appropriate. A narrative review will be used to synthesis the evidence if there are insufficient data to perform meta-analyses. This systematic review will evaluate the methodological quality and usefulness of prediction models for poor outcomes after THR or TKR. This information is essential to provide evidence-based healthcare for end-stage hip and knee osteoarthritis. Findings of this review will contribute to the identification of key areas for improvement in conducting prognostic research in this field and facilitate the progress in evidence-based tailored treatments for hip and knee osteoarthritis. PROSPERO registration number CRD42021271828.",PRELIM_EXCLUDE,,,,
35902950,Factors contributing to 1-year dissatisfaction after total knee arthroplasty: a nomogram prediction model.,Muertizha M; Cai X; Ji B; Aimaiti A; Cao L,2022,Journal of orthopaedic surgery and research,"Identifying risk factors and early intervention are critical for improving the satisfaction rate of total knee arthroplasty (TKA). Our study aimed to identify patient-specific variables and establish a nomogram model to predict dissatisfaction at 1 year after TKA. This prospective cohort study involved 208 consecutive primary TKA patients with end-stage arthritis who completed self-reported measures preoperatively and at 1 year postoperatively. All participants were randomized into a training cohort (n = 154) and validation cohort (n = 54). Multiple regression models with preoperative and postoperative factors were used to establish the nomogram model for dissatisfaction at 1 year postoperatively. The least absolute shrinkage and selection operator method was used to screen the suitable and effective risk factors (demographic variables, preoperative variables, surgical variable, and postoperative variables) collected. These variables were compared between the satisfied and dissatisfied groups in the training cohort. The receiver operating characteristic (ROC) curve, calibration plot, and decision curve analysis were used to validate the discrimination, calibration, and clinical usefulness of the model. Results were evaluated by internal validation of the validation cohort. The overall satisfaction rate 1 year after TKA was 77.8%. The nomogram prediction model included the following risk factors: gender; primary diagnosis; postoperative residual pain; poor postoperative range of motion; wound healing; and the rate of change in the degree of coronal lower limb alignment (hip-knee-ankle angle, HKA).The ROC curves of the training and validation cohorts were 0.9206 (95% confidence interval [CI], 0.8785-0.9627) and 0.9662 (0.9231, 1.0000) (95% CI, 0.9231, 1.0000), respectively. The Hosmer-Lemeshow test showed good calibration of the nomogram (training cohort, p = 0.218; validation cohort, p = 0.103). This study developed a prediction nomogram model based on partially modifiable risk factors for predicting dissatisfaction 1 year after TKA. This model demonstrated good discriminative capacity for identifying those at greatest risk for dissatisfaction and may help surgeons and patients identify and evaluate the risk factors for dissatisfaction and optimize TKA outcomes.",NEEDS_REVIEW,,,,
35848154,Early Clinical and Radiographic Outcomes of Robot-Assisted Versus Conventional Manual Total Knee Arthroplasty: A Randomized Controlled Study.,Xu J; Li L; Fu J; Xu C; Ni M; Chai W; Hao L; Zhang G; Chen J,2022,Orthopaedic surgery,"Robot-assisted surgery has been promoted worldwide in recent years. The development of a domestic orthopaedic robot and its clinical application are therefore of great significance. This study aimed to compare the early clinical and radiographic outcomes of domestic robot-assisted total knee arthroplasty (RA-TKA) with conventional manual total knee arthroplasty (CM-TKA). A total of 77 patients who underwent primary single-sided TKA from June to December 2020 were prospectively enrolled; resulting in the inclusion of 72 patients. The patients were randomly divided into the RA-TKA group (37 cases, with TKA being assisted by the Yuanhua Orthopaedic Robotic System) and the CM-TKA group (35 cases, with TKA being performed using conventional tools). Knee function was evaluated by the knee range of motion (ROM), the American Knee Society Score (KSS), and the Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC). Postoperative radiographic results were evaluated by full-length weight-bearing X-rays of the lower limb and anteroposterior and lateral X-rays of the knee were obtained preoperatively and at 90 days postoperative. The operative duration, blood loss, postoperative knee function, radiographic outcomes, and incidence of complications were compared by Student's t-test, Mann-Whitney U test, or chi-square test. Serum levels of inflammatory markers before the operation and 1, 3, and 30 days after the operation were recorded and compared between the two groups. The operation was significantly longer in the RA-TKA group than in the CM-TKA group (154.3 vs 115.2 min, p < 0.001). There was no significant difference in blood loss (933 vs 863 ml, p = 0.519) between the two groups. The knee ROM, KSS, and WOMAC were significantly improved in both groups 90 days after the operation compared with before the operation (p < 0.05), but there were no significant differences between the two groups (p > 0.05). The incidence of postoperative deep vein thrombosis was not statistically different between the two groups. In the radiographic findings at 90 days postoperatively we found the frequency of lateral tibial component (LTC) angle outliers was significantly lower in the RA-TKA group (3.0% vs 29.4%, p = 0.003). The neutrophil-to-lymphocyte ratio (NLR) was significantly lower in the RA-TKA group than in the CM-TKA group on day 1 after surgery (9.9 vs 12.7, p = 0.024). RA-TKA requires more time than CM-TKA, which may be related to the learning curve and intraoperative registration. The short-term postoperative knee functional outcomes had no differences between the two groups, and RA-TKA improved the accuracy of tibial component alignment. Further follow-up studies are required to investigate the long-term outcomes.",NEEDS_REVIEW,,,,
