item_key,title,authors,year,source,doi,decision,reason,model,prompt_version,screened_at
10.4081/ejtm.2021.9651,Health technology assessment through Six Sigma Methodology to assess cemented and uncemented protheses in total hip arthroplasty,Imma Latessa; Carlo Ricciardi; Deborah Jacob; Halldór Jónsson; Monica Gambacorta; Giovanni Improta; Paolo Gargiulo,2021,European Journal of Translational Myology,10.4081/ejtm.2021.9651,exclude,"E2 — no AI/ML method. The study uses multinomial logistic regression as a statistical modeling tool, Six Sigma methodology, and HTA framework, but does not develop or validate machine learning or AI models. Additionally, E3 — the primary outcomes are costs and length of hospital stay (LOS), not patient-reported outcome measures (PROMs).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:07.844831+00:00
10.32604/csse.2023.037033,A Robust Approach for Detection and Classification of KOA Based on BILSTM Network,Abdul Qadir; Rabbia Mahum; Suliman Aladhadh,2023,Computer Systems Science and Engineering,10.32604/csse.2023.037033,exclude,"This paper focuses on detecting and classifying knee osteoarthritis from imaging data using deep learning (ResNet + BiLSTM), but does not predict patient-reported outcomes (PROMs) — it predicts radiographic severity (Kellgren-Lawrence classification), which is a clinical/imaging outcome, not a PROM (E3).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:09.280231+00:00
10.1186/s12891-024-07731-4,A home-based tele-rehabilitation exercise system for patients after knee replacement surgery,Farnaz Salehian; Zahra Mahmoudzadeh-Sagheb; Amin Kordi Yoosefinejad; Somayyeh Zakerabasali,2024,BMC Musculoskeletal Disorders,10.1186/s12891-024-07731-4,exclude,"E2 — no AI/ML method. This is a system development study describing a tele-rehabilitation platform with exercise content and usability evaluation, but contains no machine learning or artificial intelligence models for predicting patient outcomes.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:11.126623+00:00
10.1371/journal.pone.0314991,Comprehensive analysis of total knee arthroplasty kinematics and functional recovery: Exploring full-body gait deviations in patients with knee osteoarthritis,Xavier Gasparutto; Alice Bonnefoy‐Mazure; Michaël Attias; Katia Turcot; Stéphane Armand; Hermès H. Miozzari,2024,PLoS ONE,10.1371/journal.pone.0314991,borderline,"The study involves TKA patients and uses ML (K-means clustering) on gait kinematics, but the abstract does not clearly specify whether the primary outcome is a validated PROM (e.g., KOOS, WOMAC, OKS) or whether the ML model is designed to predict PROMs; the focus appears to be on clustering functional phenotypes based on biomechanics with PROM assessment as a secondary analysis, making it unclear if criterion 3 is fully met.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:13.446776+00:00
10.3390/jcm12144865,Postoperative Rehabilitation after Anterior Cruciate Ligament Reconstruction through Telerehabilitation with Artificial Intelligence Brace during COVID-19 Pandemic,Wei-Jen Liao; Kun‐Tsan Lee; Liang-Yu Chiang; Che-Han Liang; Chao Ping Chen,2023,Journal of Clinical Medicine,10.3390/jcm12144865,exclude,"E1 — wrong procedure. The study involves anterior cruciate ligament reconstruction (ACLR), not total knee arthroplasty (TKA) or total hip arthroplasty (THA).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:14.346980+00:00
10.3390/app11010209,Review of Advanced Medical Telerobots,Sarmad Mehrdad; Fei Liu; Minh Tu Pham; Arnaud Lelevé; S. Farokh Atashzar,2020,Applied Sciences,10.3390/app11010209,exclude,"This is a review paper (E4) that does not develop, validate, or benchmark AI/ML models for predicting patient-reported outcomes following TKA or THA; it provides a general overview of telerobotic systems in medical applications without focusing on PROM prediction in arthroplasty patients.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:15.789213+00:00
10.1007/s00264-023-06029-9,Clinical application of artificial intelligence-assisted three-dimensional planning in direct anterior approach hip arthroplasty,Weihua Yang; Tianyi Gao; Xingyu Liu; Kaiwei Shen; Feitai Lin; Yan Weng; Bei Lin; Liang Deng; Eryou Feng; Yiling Zhang,2023,International Orthopaedics,10.1007/s00264-023-06029-9,exclude,"E3 — The primary outcomes are surgical/technical measures (prosthesis selection accuracy, operation time, blood loss, fluoroscopy times, LLD, femoral offset) and Harris Hip Score at 3 days and 1 month post-op; while HHS is patient-reported, it is not the primary outcome and the study focuses on surgical planning accuracy and intraoperative metrics rather than predicting patient-reported outcomes, which is the review's focus.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:17.714633+00:00
10.7759/cureus.32181,"One-Year Readmissions Following Total Joint Arthroplasty May Be Associated With Failure to Achieve the Minimal Clinically Important Difference of Patient-Reported Outcomes Measurement Information System Physical, Mental, and Physical-Short Form-10a",Akhil Katakam; Wayne B. Cohen-Levy; Shayan Hosseinzadeh; Isabella Florissi; Yhan Colon Iban; Tyler J. Humphrey; Amy Z. Blackburn; Christopher M. Melnic; Antonia F. Chen; Todd O’Brien; Charles R. Bragdon; Hany S. Bedair,2022,Cureus,10.7759/cureus.32181,exclude,"E2 — The study uses logistic regression (a purely statistical model) to analyze associations between readmissions and PROM outcomes, with no AI or machine learning component for prediction; it does not develop, validate, or benchmark any ML model.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:19.086290+00:00
10.3389/fpubh.2020.604654,Causal Discovery in Radiographic Markers of Knee Osteoarthritis and Prediction for Knee Osteoarthritis Severity With Attention–Long Short-Term Memory,Yanfei Wang; Lei You; Jacqueline Chyr; Lan Lan; Weiling Zhao; Yujia Zhou; Hua Xu; Philip C. Noble; Xiaobo Zhou,2020,Frontiers in Public Health,10.3389/fpubh.2020.604654,exclude,"E3 — The primary outcome is radiographic KL grade (Kellgren/Lawrence grade), a clinical imaging measure of osteoarthritis severity, not a patient-reported outcome measure (PROM). Although the study uses ML (LSTM with attention), it does not predict any validated PROM such as KOOS, WOMAC, OKS, or similar patient-reported instruments.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:23.135618+00:00
10.1302/2633-1462.512.bjo-2024-0160.r1,"Functional alignment minimizes changes to joint line obliquity in robotic-assisted total knee arthroplasty: a CT analysis of functional versus kinematic alignment in 2,116 knees using the Coronal Plane Alignment of the Knee (CPAK) classification",Victor A. van de Graaf; Gavin Clark; Dermot Collopy; Jil A. Wood; Darren B. Chen; Samuel J. MacDessi,2024,Bone & Joint Open,10.1302/2633-1462.512.bjo-2024-0160.r1,exclude,"This study meets criteria 1 (TKA procedure) but fails criterion 3 — the primary and secondary outcomes are purely clinical/radiographic (alignment angles, CPAK phenotype maintenance) with no patient-reported outcome measures (PROM) such as KOOS, OKS, WOMAC, or similar validated instruments. Code E3.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:25.272253+00:00
10.52312/jdrs.2022.57906,"Artificial intelligence, machine learning, and deep learning in orthopedic surgery",O. Şahap Atik,2022,Joint Diseases and Related Surgery,10.52312/jdrs.2022.57906,exclude,"This is a journal description/editorial statement with no actual research data, study population, methods, or outcomes reported (E4 — wrong study type: editorial/journal description).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:26.719629+00:00
10.1016/j.asmr.2020.07.007,Development of Machine Learning Algorithms to Predict Being Lost to Follow‐up After Hip Arthroscopy for Femoroacetabular Impingement Syndrome,Kyle N. Kunze; Robert Burnett; Elaine K. Lee; Jonathan Rasio; Shane J. Nho,2020,Arthroscopy Sports Medicine and Rehabilitation,10.1016/j.asmr.2020.07.007,exclude,"E1 — The procedure is hip arthroscopy for femoroacetabular impingement syndrome (FAIS), not total hip arthroplasty (THA). Hip arthroscopy is a joint-preserving procedure distinct from arthroplasty and falls outside the scope of this review.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:28.072602+00:00
10.1016/j.arth.2024.02.012,Can Patients Who Have Low-Grade Hip Osteoarthritis Expect the Same Outcome After Total Hip Arthroplasty Compared to Those Who Have End-Stage Osteoarthritis? – A Matched Case-Control Study,Wouter Peeters; Frans-Jozef Vandeputte; Annick Timmermans; Stijn Roose; Jeroen Verhaegen; Kristoff Corten,2024,The Journal of Arthroplasty,10.1016/j.arth.2024.02.012,exclude,E4 — no abstract available to assess whether study develops/validates AI/ML models for PROM prediction; cannot confirm all three criteria are met.,claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:29.339855+00:00
10.3389/fmed.2022.849214,Multi-Site Observational Study to Assess Biomarkers for Susceptibility or Resilience to Chronic Pain: The Acute to Chronic Pain Signatures (A2CPS) Study Protocol,Giovanni Berardi; Laura Frey‐Law; Kathleen A. Sluka; Emine O. Bayman; Christopher S. Coffey; Dixie Ecklund; Carol Vance; Dana L. Dailey; John W. Burns; Asokumar Buvanendran; Robert J. McCarthy; Joshua Jacobs; Xiaohong Joe Zhou; Richard L. Wixson; Tessa Balach; Chad M. Brummett; Daniel J. Clauw; Douglas A. Colquhoun; Steven E. Harte; Richard E. Harris; David A. Williams; Andrew C. Chang; Jennifer F. Waljee; Kathleen M. Fisch; Kristen Jepsen; Louise C. Laurent; Michael Olivier; Carl D. Langefeld; Timothy D. Howard; Oliver Fiehn; Jon Jacobs; Panshak Dakup; Weijun Qian; Adam Swensen; Anna Lokshin; Martin A. Lindquist; Brian Caffo; Ciprian Crainiceanu; Scott L. Zeger; Ari E. Kahn; Tor D. Wager; Margaret A. Taub; James Ford; Stephani P. Sutherland; Laura D. Wandner,2022,Frontiers in Medicine,10.3389/fmed.2022.849214,exclude,"E4 — This is a study protocol paper describing data collection methods and procedures, not a paper that develops, validates, or benchmarks AI/ML models to predict PROMs; it is a protocol without results or model performance data.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:30.919868+00:00
10.1371/journal.pone.0178366,A machine learning approach for gait speed estimation using skin-mounted wearable sensors: From healthy controls to individuals with multiple sclerosis,Ryan S. McGinnis; Nikhil Mahadevan; Yaejin Moon; Kirsten Seagers; Nirav Sheth; John A. Wright; Steven DiCristofaro; Ikaro Silva; Elise Jortberg; Melissa Ceruolo; Jesus Pindado; Jacob J. Sosnoff; Roozbeh Ghaffari; Shyamal Patel,2017,PLoS ONE,10.1371/journal.pone.0178366,exclude,"E1 — wrong procedure; this study involves patients with multiple sclerosis and healthy controls, not patients undergoing total knee arthroplasty or total hip arthroplasty.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:32.485086+00:00
10.1302/0301-620x.107b10.bjj-2023-1071.r3,The influence of native Coronal Plane Alignment Knee phenotype on two-year outcomes of functionally aligned robot-assisted total knee arthroplasty,Jonathan R. Manara; Sarah L. Whitehouse; Melanie Marley; Matthew Goonatillake; Dermot Collopy; Gavin Clark,2025,The Bone & Joint Journal,10.1302/0301-620x.107b10.bjj-2023-1071.r3,exclude,"This study reports clinical outcomes and PROMs following TKA but does not develop, validate, or benchmark any AI or machine learning model to predict those outcomes (criterion 2/E2). The study is a prospective cohort analysis of surgical technique outcomes, not an ML prediction study.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:34.257182+00:00
10.1186/s12984-017-0309-z,Wearable sensors to predict improvement following an exercise intervention in patients with knee osteoarthritis,Dylan Kobsar; Sean T. Osis; Jeffrey E. Boyd; Blayne A. Hettinga; Reed Ferber,2017,Journal of NeuroEngineering and Rehabilitation,10.1186/s12984-017-0309-z,exclude,"Criterion 1 not met (E1) — the study population has knee osteoarthritis and underwent an exercise intervention, not TKA or THA surgical procedures.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:35.463859+00:00
10.1302/2633-1462.310.bjo-2022-0073.r1,"Computerized adaptive testing for the Oxford Hip, Knee, Shoulder, and Elbow scores",Conrad Harrison; Otho R. Plummer; Jill Dawson; Crispin Jenkinson; Audrey Hunt; Jeremy Rodrigues,2022,Bone & Joint Open,10.1302/2633-1462.310.bjo-2022-0073.r1,include,"All three criteria are met: (1) procedure includes TKA and THA (OKS and OHS are primary outcomes); (2) machine learning method used (regression tree learning for CAT algorithms); (3) primary outcomes are PROMs (Oxford Knee Score and Oxford Hip Score, validated patient-reported instruments).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:37.105351+00:00
10.4103/ijam.ijam_61_23,The 2023 St. Luke’s University Health Network Annual Research Symposium: Event Highlights and Scientific Abstracts,Allincia Michaud; Maria Martinez-Baladejo; Rachel Birk; Anna Ng-Pellegrino,2023,International Journal of Academic Medicine,10.4103/ijam.ijam_61_23,exclude,"This is a conference proceedings/symposium abstract collection (E4 — wrong study type: conference abstracts without individual data), not a research study. While it mentions multiple research abstracts, the document itself is an editorial compilation of symposium highlights. The individual abstracts within are fragmented and incomplete in this text, making it impossible to assess whether any meet the three criteria for relevance to the systematic review on AI/ML prediction of PROMs after TKA/THA.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:40.077898+00:00
10.3390/ijms23084466,AcidoCEST-UTE MRI Reveals an Acidic Microenvironment in Knee Osteoarthritis,Alecio F. Lombardi; Yajun Ma; Hyungseok Jang; Saeed Jerban; Qingbo Tang; Adam C. Searleman; R. Scott Meyer; Jiang Du; Eric Y. Chang,2022,International Journal of Molecular Sciences,10.3390/ijms23084466,exclude,"E1 — The study population has osteoarthritis (OA) but does not undergo total knee arthroplasty (TKA) or total hip arthroplasty (THA); it is a cross-sectional imaging study of OA patients without surgical intervention, and E2 — no AI/ML model is developed or validated; the study uses only imaging analysis (acidoCEST-UTE MRI) with statistical correlation to KOOS, not machine learning prediction.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:41.815351+00:00
10.3899/jrheum.2023-0017,The Prognostic Potential of End-Stage Knee Osteoarthritis and Its Components to Predict Knee Replacement: Data From the Osteoarthritis Initiative,Jeffrey B. Driban; Bing Lü; K. Flechsenhar; Grace H. Lo; Timothy E. McAlindon,2023,The Journal of Rheumatology,10.3899/jrheum.2023-0017,exclude,"E3 — The primary outcome is knee replacement (a clinical procedure), not a patient-reported outcome measure (PROM). While the study uses logistic regression with some performance metrics, it does not develop or validate an AI/ML model to predict PROMs such as KOOS, WOMAC, or OHS following TKA.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:43.557787+00:00
10.2196/20950,Maximizing the Potential of Patient-Reported Assessments by Using the Open-Source Concerto Platform With Computerized Adaptive Testing and Machine Learning,Conrad Harrison; Bao Sheng Loe; Przemysław Lis; Chris Sidey‐Gibbons,2020,Journal of Medical Internet Research,10.2196/20950,exclude,"This is a methodological/platform paper (E4) describing the Concerto platform and assessment techniques generally, with no specific study population undergoing TKA/THA, no AI/ML model development for predicting PROMs in arthroplasty patients, and no empirical data on prediction accuracy for joint replacement outcomes.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:45.069323+00:00
10.1007/s11306-020-01683-1,Differential correlation network analysis identified novel metabolomics signatures for non-responders to total joint replacement in primary osteoarthritis patients,Christie A. Costello; Ting Hu; Ming Liu; Weidong Zhang; Andrew Furey; Zhaozhi Fan; Proton Rahman; Edward Randell; Guangju Zhai,2020,Metabolomics,10.1007/s11306-020-01683-1,exclude,"E2 — The study applies differential correlation network analysis to metabolomic data but does not develop, validate, or benchmark an AI/ML model to predict patient-reported outcomes; it is a statistical network analysis method without machine learning components for PROM prediction.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:46.702225+00:00
10.1186/s12891-023-06607-3,"Effectiveness of using a chatbot to promote adherence to home physiotherapy after total knee replacement, rationale and design of a randomized clinical trial",José‐María Blasco; Beatriz Díaz-Díaz; Celedonia Igual Camacho; José Pérez-Maletzki; David Hernández-Guilén; Sergio Roig‐Casasús,2023,BMC Musculoskeletal Disorders,10.1186/s12891-023-06607-3,exclude,"This is a protocol paper (trial registration NCT05363137 cited, no data presented) describing a planned RCT design without results, which falls under E4 (wrong study type — protocol/study design without data).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:48.042868+00:00
10.1109/rbme.2023.3296938,Beyond Supervised Learning for Pervasive Healthcare,Xiao Gu; Fani Deligianni; Jinpei Han; Xiangyu Liu; Wei Chen; Guang‐Zhong Yang; Benny Lo,2023,IEEE Reviews in Biomedical Engineering,10.1109/rbme.2023.3296938,exclude,"This is a review article (survey) without original data or specific application to TKA/THA PROM prediction, failing criterion E4 (wrong study type — review).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:49.340134+00:00
10.3389/fpubh.2024.1348236,Exploring the potential of the sit-to-stand test for self-assessment of physical condition in advanced knee osteoarthritis patients using computer vision,Zhengkuan Zhao; Tao Yang; Chao Qin; Mingkuan Zhao; Fuhao Zhao; Bing Li; Jun Liu,2024,Frontiers in Public Health,10.3389/fpubh.2024.1348236,exclude,"E1 — The study population has knee osteoarthritis (KOA) but does not undergo TKA or THA; the patients are not post-arthroplasty, making this ineligible for a review focused on outcomes following total knee or hip arthroplasty.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:50.838191+00:00
10.1097/ms9.0000000000004759,"Robotic-assisted total knee replacement: a narrative review of evolution, clinical impact, and future prospects in AI-driven precision surgery",Mohamed Baklola; Naji Al-Bawah; Alaa Mohammed; Abdullah Bader Y Aljaffar; Hind Yahya Alyousef; Meshal Saud Alanazi; Amer Ahmed Alotaibi; Yazeed Melwah Alanzi; Reham Nasser Alsaud; Sami Mohammed Alanezi; Abdullah Almotheby,2026,Annals of Medicine and Surgery,10.1097/ms9.0000000000004759,exclude,"This is a narrative review (E4) that discusses AI/ML applications conceptually but does not present original research developing, validating, or benchmarking AI/ML models to predict PROMs in TKA patients; it synthesizes existing evidence rather than conducting primary research with measurable outcomes.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:52.299638+00:00
10.1016/j.ejrad.2022.110414,Bone visualization of the cervical spine with deep learning-based synthetic CT compared to conventional CT: A single-center noninferiority study on image quality,Brigitta Y. M. van der Kolk; Derk J. Slotman; Ingrid M. Nijholt; Jochen A. C. van Osch; Tess J Snoeijink; Martin Podlogar; Boudewijn A.A.M. van Hasselt; H. J. Boelhouwers; Marijn van Stralen; Peter R. Seevinck; Niels W. L. Schep; Mario Maas; Martijn F. Boomsma,2022,European Journal of Radiology,10.1016/j.ejrad.2022.110414,exclude,"E1 — wrong procedure (cervical spine, not TKA or THA); additionally E2 — the study focuses on imaging AI (synthetic CT visualization) with no indication of PROM prediction.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:53.670595+00:00
10.1515/rams-2023-0148,Research progress of metal-based additive manufacturing in medical implants,Yun Zhai; Hao Zhang; Jianchuan Wang; Dewei Zhao,2023,REVIEWS ON ADVANCED MATERIALS SCIENCE,10.1515/rams-2023-0148,exclude,"This is a review article (E4) focused on additive manufacturing technology and materials science for medical implants, with no mention of AI/ML models, patient-reported outcomes, or outcome prediction studies.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:55.329339+00:00
10.1109/access.2022.3204969,Design of a Multi-Sensors Wearable Platform for Remote Monitoring of Knee Rehabilitation,Salvatore Tedesco; Oscar Manzano Torre; Marco Belcastro; Pasqualino Torchia; Davide Alfieri; Liudmila Khokhlova; Dimitrios-Sokratis Komaris; Brendan O’Flynn,2022,IEEE Access,10.1109/access.2022.3204969,exclude,E2 — The study describes a wearable monitoring platform for knee rehabilitation but does not develop or validate any AI/ML model to predict patient-reported outcomes; it focuses on hardware/software design and objective sensor measurements without PROM prediction.,claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:56.603410+00:00
10.21037/qims-21-459,Automated knee cartilage segmentation for heterogeneous clinical MRI using generative adversarial networks with transfer learning,Mingrui Yang; Ceylan Çolak; Kishore K. Chundru; Sibaji Gaj; Andreas K. Nanavati; Morgan H. Jones; Carl S. Winalski; Naveen Subhas; Xiaojuan Li,2022,Quantitative Imaging in Medicine and Surgery,10.21037/qims-21-459,exclude,"E3 — The study develops an AI model for automated cartilage segmentation on MRI images but does not predict or evaluate any patient-reported outcome measures (PROMs); the outcome is purely imaging-based segmentation performance (Dice coefficient, Hausdorff distance).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:58.492292+00:00
10.1249/mss.0000000000003365,Device-Measured Physical Activity in 3506 Individuals with Knee or Hip Arthroplasty,Scott R. Small; Sara Khalid; Andrew Price; Aiden Doherty,2023,Medicine & Science in Sports & Exercise,10.1249/mss.0000000000003365,exclude,This study uses multivariable linear regression to analyze accelerometer data and does not employ any artificial intelligence or machine learning methods (criterion 2 not met; exclusion code E2).,claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:57:59.748733+00:00
10.3390/osteology5020013,"Robotic Innovations in Orthopedics: A Growing Landscape, Challenges, and Implications for Care",Robin Hu; Umile Giuseppe Longo; Jason L. Pittman; Ara Nazarian,2025,Osteology,10.3390/osteology5020013,exclude,This is a perspective/review article (E4) that discusses robotic systems and future AI integration in orthopedic surgery without presenting original research developing or validating AI/ML models to predict patient-reported outcomes.,claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:58:01.323528+00:00
10.3389/fspor.2020.569932,Self-Reported and Performance-Based Outcome Measures Estimation Using Wearables After Unilateral Total Knee Arthroplasty,Ik-Hyun Youn; Todd J. Leutzinger; Jong-Hoon Youn; Joseph Zeni; Brian A. Knarr,2020,Frontiers in Sports and Active Living,10.3389/fspor.2020.569932,exclude,"E2 — The study uses stepwise and hierarchical regression analysis (statistical methods) to correlate wearable sensor data with outcomes, but does not develop, validate, or benchmark any AI or machine learning model (no ML algorithms such as random forest, neural networks, gradient boosting, etc. are employed).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:58:02.752273+00:00
10.3390/jfmk8020077,Low Correlation between Gait and Quality of Life in Advanced Knee Osteoarthritis,Valentín Freijo; Cláudia Maria Navarro; Begoña Molina; J. Villalba,2023,Journal of Functional Morphology and Kinesiology,10.3390/jfmk8020077,exclude,"E2 — no AI/ML method; the study uses only correlation analysis and descriptive statistics without developing, validating, or benchmarking any machine learning or artificial intelligence model.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:58:04.037430+00:00
10.1186/s12891-019-2768-9,Development and evaluation of a tailored e-self-management intervention (dr. Bart app) for knee and/or hip osteoarthritis: study protocol,Tim Pelle; K. Bevers; Job van der Palen; F.H.J. van den Hoogen; C.H.M. van den Ende,2019,BMC Musculoskeletal Disorders,10.1186/s12891-019-2768-9,exclude,"This is a study protocol (E4) describing an eHealth intervention for osteoarthritis patients, not a study developing or validating AI/ML models to predict patient-reported outcomes; while the app uses machine learning for personalized recommendations, the study's primary outcomes focus on healthcare utilization and self-management behavior rather than predicting PROMs, and critically, the study population has osteoarthritis, not patients undergoing TKA or THA (E1).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:58:06.044139+00:00
10.1186/s12891-023-06326-9,Clinical phenotypes and prognostic factors in persons with hip osteoarthritis undergoing total hip arthroplasty: protocol for a longitudinal prospective cohort study (HIPPROCLIPS),Abner Sergooris; Jonas Verbrugghe; Thomas Matheve; Maaike Van Den Houte; Bruno Bonnechère; Kristoff Corten; Katleen Bogaerts; Annick Timmermans,2023,BMC Musculoskeletal Disorders,10.1186/s12891-023-06326-9,borderline,"This is a study protocol (not yet completed research with results) that describes planned use of ML methods (gradient boosting, recurrent neural networks) to predict PROM outcomes (HOOS) in THA patients, but the abstract does not confirm that the ML models have been developed, validated, or benchmarked—only that they will be used; therefore, it is unclear whether this meets the criterion of developing/validating/benchmarking ML models.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:58:08.282094+00:00
10.1016/j.joca.2019.04.016,The ratio adipsin/MCP-1 is strongly associated with structural changes and CRP/MCP-1 with symptoms in obese knee osteoarthritis subjects: data from the Osteoarthritis Initiative,Johanne Martel‐Pelletier; Ginette Tardif; Joëlle Trépanier; F. Abram; Marc Dorais; J.-P. Raynauld; J.-P. Pelletier,2019,Osteoarthritis and Cartilage,10.1016/j.joca.2019.04.016,exclude,"E4 — no abstract available to assess study type, and title indicates this is a biomarker association study in knee osteoarthritis, not a study developing AI/ML models to predict PROMs following TKA or THA.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:58:09.862731+00:00
10.1007/s42235-022-00289-8,Systematic Review on Wearable Lower Extremity Robotic Exoskeletons for Assisted Locomotion,Shuang Qiu; Zhongcai Pei; Chen Wang; Zhiyong Tang,2022,Journal of Bionic Engineering,10.1007/s42235-022-00289-8,exclude,"E4 — This is a systematic review/literature review on robotic exoskeletons for locomotion assistance, not a primary study developing or validating AI/ML models to predict PROMs following TKA or THA.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:58:11.808498+00:00
10.3390/healthcare12121217,Delivery of Allied Health Interventions Using Telehealth Modalities: A Rapid Systematic Review of Randomized Controlled Trials,Melissa Raymond; Lauren Christie; Sharon Kramer; Carla Malaguti; Zaneta Mok; Betina Gardner; Melita J. Giummarra; Serena Alves-Stein; Claire Hudson; Jill Featherston; Anne E. Holland; Natasha A. Lannin,2024,Healthcare,10.3390/healthcare12121217,exclude,"This is a systematic review (E4) that does not develop, validate, or benchmark AI/ML models to predict PROMs; it compares telehealth versus face-to-face delivery of allied health interventions without any machine learning component.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:58:13.249114+00:00
10.3389/fneur.2020.556028,Altered Intrinsic Brain Activity and Functional Connectivity Before and After Knee Arthroplasty in the Elderly: A Resting-State fMRI Study,Fei Lan; Guanwen Lin; Guanglei Cao; Zheng Li; Daqing Ma; Fangyan Liu; Mei Duan; Huiqun Fu; Wei Xiao; Zhigang Qi; Tianlong Wang,2020,Frontiers in Neurology,10.3389/fneur.2020.556028,exclude,"This study uses neuroimaging (rs-fMRI) to investigate brain functional changes before and after TKA but does not develop, validate, or benchmark any AI/ML model to predict patient-reported outcomes (E2). The study analyzes brain activity patterns and neuropsychological test results, not PROMs such as KOOS, WOMAC, or OKS.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:58:14.952828+00:00
10.1186/s43019-025-00295-0,Artificial intelligence in total knee arthroplasty: clinical applications and implications,K Kim; Gi Beom Kim; Jun‐Ho Kim; Sang-Min Lee,2025,Knee Surgery and Related Research,10.1186/s43019-025-00295-0,exclude,"This is a narrative review article (E4) that discusses AI/ML applications in TKA broadly but does not present original research developing, validating, or benchmarking ML models to predict patient-reported outcomes; the abstract mentions complications and readmission rates but does not identify a specific PROM (KOOS, OKS, WOMAC, etc.) as a primary outcome.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:58:16.631095+00:00
10.1002/ejp.921,Prediction of postoperative opioid analgesia using clinical‐experimental parameters and electroencephalography,Martin Gram; Joachim Erlenwein; Frank Petzke; Deborah Falla; Michael Przemeck; M. I. Emons; M. Reuster; Søren Schou Olesen; Asbjørn Mohr Drewes,2016,European Journal of Pain,10.1002/ejp.921,exclude,"E3 — The primary outcome is postoperative opioid analgesia response (pain ratings at 24h), which is a clinical outcome, not a patient-reported outcome measure (PROM) such as KOOS, HOOS, OKS, OHS, WOMAC, or similar validated instruments assessing functional status or quality of life.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:58:18.705518+00:00
10.1371/journal.pone.0270652,Externally validated models for first diagnosis and risk of progression of knee osteoarthritis,Philippa Grace McCabe; Paulo Lisböa; Bill Baltzopoulos; Iván Olier,2022,PLoS ONE,10.1371/journal.pone.0270652,exclude,"This study does not meet criterion 1 (procedure) — it focuses on knee osteoarthritis diagnosis and progression prediction in non-surgical populations, not patients undergoing TKA or THA; additionally, it does not meet criterion 2 (method) — the models use only logistic regression and Cox regression, which are purely statistical approaches without AI/ML components.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T14:58:20.726421+00:00
